market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
ALBBHM,0,1,0,0,0,0,0.94599998,1.362691402,0.424968541,4.600000381,3.0613482,0.937901437,0,0,0.232987195,0.670238614,0.095558986,0.444653094,0.006849315,0.47680068,0.379288465,0.041712239,0.379288465,0.019517442,0.025234101,0.024361156
ALBBNA,0,1,0,1,0,1,0.824999988,1.251660824,0.424968541,4.300000191,3.154399395,1.052971601,0,0,0.340800464,0.571684599,0.15815413,0.439516127,0,0.422640383,0.369368196,0.031425413,0.369368196,0.003082682,0.064206026,0.059577562
ALBBWI,0,0,0,0,0,1,0.287999988,1.764129162,0.297422618,5.400000095,3.705258608,2.019747496,0,0,0.33352536,0.547379017,0.249423951,0.551123261,0.044642858,0.441820264,3.653064251,2.644399405,3.653064251,0.04813046,0.04813046,0.000711123
ALBCHS,0,0,0,1,0,0,0.759000003,1.690162539,0.424968541,4.300000191,2.891227961,0.67865926,0,0,0.145161301,0.709677458,0.088709675,0.65322578,0.016129032,0.209677413,0.950637281,0.462296844,0.950637281,0.003933511,0.002777622,0.001918547
ALBCMH,0,0,0,1,0,1,0.508000016,1.445029497,0.424968541,3.900000095,3.153501272,1.166267872,0,0,0.369654924,0.533570886,0.21661666,0.552888215,0.046511628,0.384096026,1.000322342,0.450021327,1.000322342,0.003639161,0.205013603,0.226868644
ALBCVG,0,1,0,0,0,0,0.623000026,1.337229967,0.424968541,3.550000191,3.139589071,1.296545267,0,0,0.175558314,0.753308535,0.172043011,0.314516127,0,0.209677413,0.580456316,0,0.580456316,0,0.151518941,0.150314406
ALBDAB,0,1,0,0,0,0,1.019000053,1.811012983,0.424968541,4.900000095,2.795033693,0.611992896,0,0,0.137096778,0.766129017,0.088709675,0.314516127,0,0.209677413,0.651828647,0.195138797,0.651828647,0.001044725,0.001044725,0.00279444
ALBDAL,0,0,0,0,0,0,1.427000046,1.444198966,0.114111654,4.100000381,3.29763937,2.10636878,1,1,0.179953918,0.294700474,0.088709675,0.314516127,0,0.623963118,0.011133377,0,0.063948929,0,0.011057843,0.046760973
ALBDCA,0,0,0,1,0,0,0.317999989,1.743951201,0.234365851,5.400000095,3.705258608,2.019747496,0,0,0.345125973,0.525253177,0.212797269,0.507946789,0.032846715,0.209677413,3.184501886,2.242194891,3.184501886,0.040203359,0,0
ALBDEN,1,1,1,1,0,0,1.608999968,1.7094661,0.424968541,5.199999809,3.56026125,1.446123362,0,0,0.415265799,0.540776968,0.42321673,0.455361187,0.080985919,0.209677413,0,0.048165955,0,0,0,0
ALBDFW,1,1,0,1,0,0,1.434999943,1.448919415,0.114111654,4.100000381,3.29763937,2.10636878,0,1,0.509708226,0.590969801,0.232021779,0.406872809,0.092356689,0.209677413,0,0,0.060543131,0,0,0.046693042
ALBFLL,0,1,0,1,0,1,1.203999996,2.013381481,0.211625397,4.350000381,3.183955193,2.059971809,0,0,0.330079228,0.669637799,0.115025461,0.546972275,0.114035085,0.367572129,0.581007421,0.190323427,0.581007421,0.001493942,0.001262475,0.009148277
ALBGSO,0,0,0,0,0,0,0.56400001,1.60751462,0.424968541,3.050000191,2.998719692,0.735322475,0,0,0.186116382,0.668089867,0.118121438,0.657653391,0.137254909,0.209677413,1.32175827,0.685274065,1.32175827,0.023405684,0.003056952,0.003973778
ALBGSP,0,1,0,1,0,0,0.70599997,1.514687061,0.413653493,2.75,2.92573452,0.686350524,0,0,0.224596769,0.703629017,0.088709675,0.552016139,0,0.209677413,0.838164866,0.328531146,0.838164866,0.020326609,0.009303107,0.009775308
ALBHOU,0,0,0,0,0,1,1.495000005,1.588059783,0.236466587,5.400000095,3.357196808,2.004566193,0,0,0.291417778,0.457487077,0.088709675,0.314516127,0.148148149,0.505973697,0.114239685,0.008094037,0.114239685,0.000920467,0,0
ALBIND,0,0,0,1,0,1,0.681999981,1.268933892,0.424968541,3.850000143,3.20691061,1.135653615,0,0,0.3762272,0.467216015,0.278927058,0.526472628,0.038043477,0.389025241,0.315828919,0.054580018,0.315828919,1.5214E-05,0.162671223,0.175640032
ALBJAX,0,1,0,1,0,1,0.950999975,1.719246268,0.424968541,3.150000095,3.05436182,0.975974619,0,0,0.29801631,0.679922163,0.100203931,0.52715981,0.109195404,0.364849806,0.667315245,0.179748595,0.667315245,0.003758058,0.000533207,0.000917003
ALBJFK,1,0,0,0,0,0,0.144999996,1.92415297,0.11014735,3.450000048,3.615162611,3.916361809,0,0,0.529253662,0.540638864,0.186748892,0.314516127,0.127450988,0.209677413,9.05635643,7.334197998,9.05635643,0.129882813,0.012589027,2.253299236
ALBLAX,1,1,1,1,0,1,2.467000008,2.513170958,0.183144793,4.550000191,3.190088987,3.226459503,0,0,0.450889885,0.562680781,0.357675195,0.466240287,0.044827588,0.378642917,0,0.019617744,0,0,0,0
ALBMCI,0,1,0,1,0,1,1.11500001,1.187101841,0.424968541,3.700000048,3.193950891,1.243344784,0,0,0.42988956,0.540903807,0.268889844,0.454155773,0.058558557,0.430398136,0.006378092,0.039290875,0.006378092,0,0,0
ALBMCO,0,1,0,1,0,1,1.072999954,1.840080976,0.424968541,3.950000048,2.940288067,1.189857006,0,0,0.378476083,0.610956669,0.236985534,0.528309226,0.089655176,0.364849806,0.608475447,0.169780463,0.608475447,0.001183274,0.000492946,0.003005683
ALBMDW,0,0,0,0,0,1,0.717000008,1.300783157,0.155067578,2.950000048,3.340561628,2.762453794,0,0,0.172811061,0.266129047,0.088709675,0.343087554,0.150000006,0.55253458,0.026450695,0.2134877,0.026450695,0,0,0
ALBMIA,1,1,0,1,0,0,1.225000024,2.024391413,0.211625397,4.350000381,3.183955193,2.059971809,0,0,0.455680847,0.584713101,0.199329138,0.522480726,0.088495575,0.209677413,0.566494823,0.181504101,0.566494823,0.001313975,0.001225686,0.008659817
ALBMKE,0,0,0,1,0,0,0.714999974,1.365709186,0.424968541,3.950000048,3.2736938,1.117455125,0,0,0.359319001,0.438968539,0.261549175,0.535941839,0.154320985,0.209677413,0.101515211,0.312904805,0.101515211,0.012177666,0,0.11276719
ALBMLB,0,1,0,0,0,0,1.080000043,1.883844495,0.424968541,3.950000048,2.952483892,0.635195553,0,0,0.137096778,0.766129017,0.088709675,0.314516127,0.033333335,0.209677413,0.631200492,0.19874765,0.631200492,0.000806003,0.000806003,0.005375163
ALBMSY,0,1,0,1,0,1,1.266000032,1.521111488,0.424968541,5.5,2.989823341,1.043132424,0,0,0.354488075,0.618302941,0.188709676,0.436255246,0.082608692,0.414025247,0.23085463,0.007808933,0.23085463,0.014353193,0.007808933,0.015169985
ALBOAK,0,0,1,0,0,1,2.548000097,2.657569408,0.112048075,2,3.968835592,1.861380816,0,0,0.411069393,0.389416724,0.410627484,0.314516127,0.05479452,0.538444519,0.000806201,0.036373504,0.000806201,0.000272502,0,0.00193789
ALBORD,1,0,1,1,0,0,0.72299999,1.307387948,0.155067578,2.950000048,3.340561628,2.762453794,0,0,0.48350203,0.50142318,0.39916721,0.44196713,0.01633987,0.209677413,0,0.224497691,0,0,0.010155642,0.010155642
ALBORF,0,0,0,1,0,0,0.423000008,1.799711227,0.228941053,5.050000191,2.971442699,1.147158861,0,0,0.337096781,0.586129069,0.128709674,0.614516139,0,0.209677413,2.39368391,1.612571597,2.39368391,0.002104847,0.002104847,0.05818079
ALBPBI,0,1,0,1,0,1,1.162999988,1.981656909,0.421313316,4.100000381,3.77651906,0.980332255,0,0,0.210267514,0.69905591,0.100904793,0.576711237,0.054878049,0.349921316,0.603870809,0.201153189,0.603870809,0.001072917,0.001072917,0.008642326
ALBPDX,0,1,1,1,0,0,2.394999981,2.663957119,0.424968541,3.550000191,3.199976683,1.28034234,0,0,0.40083307,0.55733788,0.423874527,0.34553349,0.131868139,0.385501593,0.024470944,0.08130566,0.024470944,0.000809283,0,0.027161486
ALBRDU,0,1,0,1,0,1,0.54400003,1.67403686,0.424968541,4.699999809,3.288101673,0.831700623,0,0,0.343618512,0.608520389,0.164796621,0.564516127,0.141304344,0.42706871,1.51116848,0.858349204,1.51116848,0.008280923,0,0
ALBRIC,0,0,0,1,0,0,0.407000005,1.732958317,0.424968541,4.900000095,3.176755667,0.960136294,0,0,0.29226917,0.610956669,0.140433818,0.711067855,0,0.209677413,2.343712091,1.538441896,2.343712091,0.007348663,0.007348663,0.004230771
ALBRSW,0,1,0,1,0,0,1.203999996,1.93108058,0.264955878,7.700000286,3.140503168,0.617070556,0,0,0.323843777,0.621550739,0.100757867,0.555480003,0.108433738,0.209677413,0.529958546,0.135582402,0.529958546,0.001488974,0.001150239,0.004034708
ALBSAN,1,1,0,1,0,1,2.444999933,2.474639654,0.424968541,4.5,3.279356718,1.539801836,0,0,0.447014153,0.54712081,0.315982401,0.430218607,0.053719006,0.403892279,0,0.014660619,0,0,0,0
ALBSAT,1,1,0,0,0,1,1.643000007,1.684332013,0.424968541,3.5,2.934905052,1.20334053,0,0,0.468872488,0.602577686,0.200859204,0.401341587,0.009345794,0.415284872,0.021540841,0.000790374,0.072376847,0,0.021540841,0.025043359
ALBSDF,0,0,0,1,0,1,0.703000009,1.272771358,0.424968541,4.100000381,3.099861383,0.986058414,0,0,0.319529206,0.62423718,0.163033992,0.483435035,0.040540539,0.43940714,0.431836247,0.001925776,0.431836247,0,0.118839182,0.111784458
ALBSEA,1,1,0,1,0,0,2.355000019,2.671196699,0.424968541,2.950000048,3.472998381,1.602077484,0,0,0.402969778,0.555811584,0.342677951,0.449436784,0.103174604,0.36047107,0.033983752,0.095196493,0.033983752,0.006224083,0,0.037020117
ALBSFO,1,0,0,1,0,0,2.559000015,2.667291641,0.112048075,2,3.968835592,1.861380816,0,0,0.422811091,0.535036623,0.416440785,0.469978333,0.054621849,0.209677413,0.000625664,0.035873406,0.000625664,0.000117634,0,0.001741708
ALBSJC,1,1,1,0,0,0,2.542999983,2.646442413,0.296376467,2,3.968835592,1.861380816,0,0,0.542502165,0.441804707,0.386006981,0.314516127,0.054054055,0.452920675,0.000359443,0.034866218,0.000359443,0,0,0.001409449
ALBSLC,1,1,1,0,0,0,1.960000038,2.09777832,0.424968541,5,3.035491943,0.903814077,0,0,0.38984406,0.672722459,0.346951455,0.314516127,0.054945055,0.429457635,0.002813721,0.053982232,0.002813721,0.001629701,0,0.004523452
ALBSMF,0,0,1,0,0,1,2.490999937,2.613743305,0.424968541,5.199999809,3.123075485,1.244501829,0,0,0.407367051,0.468831748,0.419790775,0.322144747,0.054054055,0.473190904,0.001998797,0.040561941,0.001998797,0,0,0.003311433
ALBSNA,0,0,1,1,0,0,2.448999882,2.489544392,0.30749619,4.550000191,3.190088987,3.226459503,0,0,0.497856259,0.411698669,0.379848927,0.37780726,0.056962024,0.266639441,0,0.017957445,0,0,0,0
ALBSRQ,0,1,0,1,0,0,1.167000055,1.85467875,0.363405675,5.449999809,3.432344198,0.708782136,0,0,0.137096778,0.734879017,0.088709675,0.554099441,0.020833334,0.209677413,0.518098295,0.111301765,0.518098295,0.002220487,0.002145697,0.001791515
ALBSTL,0,0,0,1,0,1,0.910000026,1.050369382,0.424968541,3.050000191,3.159344196,1.50192225,0,0,0.47470361,0.394334197,0.204094291,0.442721248,0.004273504,0.414805621,0.074854456,0.019350559,0.074854456,0,0.060992297,0.060992297
ALBTPA,0,1,0,1,0,1,1.129999995,1.821899414,0.102310307,4.199999809,3.049842596,1.423695087,0,0,0.341821194,0.632270813,0.198945895,0.534988582,0.090551183,0.367157727,0.534002721,0.113729775,0.534002721,0.002412239,0.000567249,0.001302587
ALBTUS,1,0,0,0,0,0,2.148999929,2.155706644,0.424968541,4.300000191,2.824115276,0.84522146,0,0,0.441444576,0.447288454,0.226390839,0.318840593,0.028985508,0.340112209,0.002479351,0.007727863,0.002479351,0,0,0
ATLAUS,1,1,0,1,1,0,0.813000023,1.12517333,0.544345498,3.800000191,3.291705847,2.409974575,0,0,0.563333333,0.705555558,0.198888898,0.400000006,0.106666669,0.244444445,0.131294057,0,0.947982132,0.018606188,0,0.036721691
ATLAVP,0,0,0,1,0,0,0.713999987,1.335973978,0.495726556,3.099999905,3.020543098,1.565101027,0,0,0.180000007,0.400000006,0.109999999,0.616666675,0.106666669,0,0.730013609,0,0.730013609,0.028946564,0,0.026697496
ATLAZO,0,0,0,1,0,0,0.596000016,0.903765023,0.445378274,3.550000191,3.034777164,1.179340601,0,0,0.356470585,0.400000006,0.168823525,0.620588243,0.106666669,0,0.221040666,0.000993153,0.221040666,0.187830985,0.000993153,0.18748115
ATLBDL,1,1,1,1,1,0,0.859000027,1.497867942,0.534072638,3.849999905,3.58007741,2.258365393,0,0,0.409411788,0.70588237,0.274705887,0.404901981,0.106666669,0.164705887,0.614068508,0,0.614068508,0.000927606,0,0
ATLBHM,0,1,0,0,0,0,0.134000003,0.867819905,0.517871916,4.650000095,3.159903049,2.160976887,0,0,0.27589041,0.804109573,0.116849318,0.280137002,0.106666669,0.267123282,7.882703304,0,7.882703304,3.308674812,0,7.664104462
ATLBNA,0,1,0,0,0,0,0.214000002,0.756789327,0.666033149,4.350000381,3.252954245,2.426104784,0,0,0.383703709,0.705555558,0.179444447,0.330555558,0.106666669,0.21296297,3.743944883,0,3.743944883,1.593282819,0,3.605575323
ATLBOI,0,1,1,1,0,0,1.838000059,1.839843988,0.666033149,4.650000095,3.131652832,1.461754322,0,0,0.180000007,0.556249976,0.464166641,0.295833349,0.114583336,0.197916672,0.087710775,0,0.002938454,0.11225979,0,0.000738931
ATLBOS,1,1,1,1,1,0,0.94599998,1.587425351,0.488609225,3.849999905,3.808870316,4.415596008,0,0,0.436302543,0.706722736,0.290672272,0.385294139,0.165490195,0,0.553580225,0,0.553580225,0,0,0
ATLBTR,0,1,0,0,0,0,0.449000001,0.986148894,0.54727155,4.350000381,2.944379807,1.768437266,0,0,0.21947369,0.860526323,0.109999999,0.248245627,0.106666669,0,1.476553798,0,2.154588938,1.006945968,0,1.112460494
ATLBUF,0,1,0,1,1,0,0.712000012,1.221967697,0.551975608,3,3.069100857,2.263713598,0,0,0.373548388,0.601612926,0.23096773,0.447311848,0.17924732,0.161290318,0.513560236,0,0.513560236,0.000189106,0,0.203425378
ATLBUR,1,0,0,1,0,0,1.940999985,2.000265121,0.183144793,4.600000381,3.288644075,7.433941364,0,0,0.30195123,0.400000006,0.329512179,0.272845536,0.106666669,0.317073166,0.001609492,0,0.049838144,0,0,0
ATLBWI,0,1,0,1,0,0,0.575999975,1.269257665,0.297422618,5.449999809,3.803813696,4.653610229,0,0,0.376428574,0.681249976,0.270714283,0.353273809,0.106666669,0.232142851,1.127704859,0,1.127704859,0.018490262,0,0
ATLCAE,0,1,0,0,0,0,0.191,1.105612516,0.625469565,3.450000048,3.04404521,1.698806763,0,0,0.180000007,0.876744151,0.109999999,0.256201565,0.106666669,0,5.661848545,0.000476777,5.661848545,0.653705537,0.000476777,4.304564953
ATLCAK,0,0,0,0,1,0,0.527999997,1.041100621,0.403283656,2.400000095,3.271223783,3.073063135,0,0,0.180000007,0.400000006,0.109999999,0.270512819,0.529743612,0,0.796141207,0.000290264,0.796141207,0.126816958,0.000290264,0.619033098
ATLCHS,0,1,0,0,0,0,0.259000003,1.195291162,0.666033149,4.350000381,2.989783049,1.563668489,0,0,0.188064516,0.843548417,0.109999999,0.455376357,0.106666669,0,4.274166584,0,4.274166584,0.524682701,0,3.045698166
ATLCMH,0,1,0,1,0,0,0.44600001,0.95015806,0.666033149,3.950000048,3.252056122,2.68714571,0,0,0.412558138,0.667441845,0.237906978,0.355038762,0.106666669,0.174418598,1.021612644,0.001543943,1.021612644,0.284410149,0.001543943,0.958762705
ATLCOS,1,1,1,0,0,0,1.184999943,1.212234139,0.374438196,4.550000191,3.188909292,1.563513637,0,0,0.555000007,0.608333349,0.443333328,0.200000003,0.106666669,0,0.115040094,0,0.070277885,0.263177216,0,0.036153413
ATLCRP,0,1,0,1,0,0,0.875999987,1.265875101,0.666033149,4.099999905,2.888353348,1.330461264,0,0,0.346666694,0.416666687,0.109999999,0.433333337,0.106666669,0.233333334,0.238007993,0,0.969858527,0.014624052,0,0.005867736
ATLCVG,0,1,0,1,0,0,0.372999996,0.84235847,0.635810435,3.599999905,3.238143921,2.987312078,0,0,0.218461543,0.887179494,0.193333328,0.23974359,0.106666669,0,1.332707047,0.001455762,1.332707047,0.505154908,0.001455762,1.251121759
ATLDAB,0,1,0,0,0,0,0.365999997,1.316141486,0.543863595,4.949999809,2.893588781,1.410065532,0,0,0.180000007,0.899999976,0.109999999,0.154166669,0.106666669,0,3.286035538,0.0010416,3.286035538,0.758303463,0.0010416,2.577123404
ATLDAL,0,1,0,0,0,0,0.721000016,0.949327528,0.114111654,4.150000095,3.396194458,4.853190422,1,1,0.222857147,0.428571433,0.109999999,0.245238096,0.106666669,0.414285719,0.027773028,0,0.946921945,0.254660845,0,0.295677155
ATLDAY,0,1,0,0,1,0,0.432000011,0.880375862,0.566536188,3.099999905,3.138787031,1.929813743,0,0,0.394285738,0.623214304,0.21714285,0.322023809,0.222738087,0,0.957704604,0.000853927,0.957704604,0.38076809,0.000853927,0.889877021
ATLDCA,0,1,0,1,1,0,0.546999991,1.249079704,0.234365851,5.449999809,3.803813696,4.653610229,0,0,0.388029218,0.659124136,0.234087586,0.354379565,0.106666669,0,1.223303914,0,1.223303914,0.018077899,0,0.106667697
ATLDEN,1,1,1,1,1,0,1.199000001,1.214594483,0.446166456,5.25,3.658816099,3.33194828,0,0,0.458169013,0.674647927,0.444507062,0.329577476,0.11431925,0,0.142499328,0,0,0.29191339,0,0.019133784
ATLDFW,1,1,0,1,1,0,0.731999993,0.954047859,0.114111654,4.150000095,3.396194458,4.853190422,0,1,0.55261147,0.72484076,0.253312111,0.267834395,0.199023366,0,0,0,0.922616065,0.246546343,0,0.286634684
ATLDSM,1,1,1,1,0,0,0.742999971,0.763428807,0.666033149,3.950000048,3.256237507,1.569596767,0,0,0.572857141,0.423809528,0.455238104,0.400000006,0.106666669,0,0.216199175,0,0.216199175,0.400175065,0,0.151085749
ATLELP,1,1,0,1,0,0,1.281999946,1.433501244,0.461784184,5.600000381,2.663806438,1.739838243,0,0,0.487692326,0.5,0.109999999,0.278205127,0.106666669,0.269230783,0,0,0.372725785,0.055670727,0,0.068233684
ATLFAT,1,0,0,0,0,0,1.996999979,2.039923191,0.363053024,4.949999809,2.822369337,1.893889427,0,0,0.572857141,0.400000006,0.109999999,0.150000006,0.107142858,0,0.020953182,0,0.020137629,0.00130463,0,0.00130463
ATLFLL,0,1,0,1,1,0,0.58099997,1.518509984,0.211625397,4.400000095,3.282510042,4.746288776,0,0,0.372982442,0.803508759,0.136315793,0.349122822,0.220701754,0.157894731,2.079188347,0.001177527,2.079188347,0.480073124,0.001030874,1.585876584
ATLFNT,0,0,0,1,1,0,0.643999994,1.006224155,0.425908625,2.950000048,3.403964758,4.437972069,0,0,0.180000007,0.400000006,0.109999999,0.619696975,0.273333341,0,0.286789805,0.001445415,0.286789805,0.010213342,0.001445415,0.259196788
ATLFWA,0,1,0,1,0,0,0.508000016,0.865594268,0.521295488,2.450000048,3.110866785,1.317041159,0,0,0.337894738,0.531578958,0.188947365,0.492105275,0.106666669,0,0.501076877,0.000597796,0.501076877,0.351222962,0.000597796,0.446373165
ATLGEG,0,1,1,1,0,0,1.968000054,1.963767529,0.666033149,3.099999905,2.991430044,1.364547253,0,0,0.180000007,0.534615397,0.350384593,0.332692325,0.192307696,0.201923072,0.066373624,0,0.031484403,0.05554137,0,0
ATLGRR,0,1,1,1,0,0,0.639999986,0.936474621,0.411773503,4.050000191,3.119323254,1.817588329,0,0,0.353076935,0.457692325,0.350384593,0.621153831,0.106666669,0,0.15997839,0.001107407,0.15997839,0.117152117,0.001107407,0.136436746
ATLGSO,0,1,0,1,1,0,0.305999994,1.112643242,0.47392413,3.099999905,3.09727478,1.694223762,0,0,0.229019612,0.801960826,0.139411762,0.459803939,0.243921578,0,2.905055523,0,2.905055523,0.00904208,0,1.789610624
ATLGSP,0,1,0,0,0,0,0.152999997,1.019815564,0.413653493,2.800000191,3.024289608,1.581389546,0,0,0.267500013,0.837499976,0.109999999,0.354166657,0.106666669,0,6.733462334,0.001715866,6.733462334,0.975430131,0.001715866,5.537784576
ATLHOU,0,1,0,0,1,0,0.69599998,1.093188405,0.236466587,5.449999809,3.455751896,4.618631363,0,0,0.334320992,0.591358066,0.109999999,0.150000006,0.254814804,0.296296299,0.403587252,0,1.228827119,0.022166986,0,0
ATLIAD,0,1,1,1,1,0,0.532999992,1.226590395,0.234365851,5.449999809,3.803813696,4.653610229,0,0,0.373333335,0.686666667,0.389999986,0.24333334,0.206666678,0,1.238251925,0,1.238251925,0.026645796,0,0.16467537
ATLICT,1,1,0,0,0,0,0.781000018,0.818981588,0.666033149,6.199999809,3.176788568,1.59103477,0,0,0.632380962,0.447619051,0.31238097,0.160476193,0.106666669,0,0.355238378,0,0.526739836,0.481440783,0,0.122897141
ATLIND,1,1,1,1,0,0,0.432000011,0.774062335,0.441090435,3.900000095,3.305465698,2.616609097,0,0,0.419130445,0.601086974,0.30021739,0.448913038,0.106666669,0.179347828,0.812200904,0.001514929,0.812200904,0.513929427,0.001514929,0.741158545
ATLISP,0,1,0,0,0,0,0.795000017,1.465600252,0.370246112,3.5,3.713717461,9.023513794,0,0,0.248965532,0.537931025,0.109999999,0.185632184,0.106666669,0.448275864,0.731040895,0,0.731040895,0,0,8.16105E-05
ATLJAN,0,1,0,0,0,0,0.340999991,0.868723035,0.666033149,4.600000381,3.004113197,1.486082554,0,0,0.20941177,0.850980401,0.139411762,0.297058821,0.106666669,0.14705883,2.333030701,0,2.765323639,1.311325669,0,2.08824563
ATLJAX,0,1,0,0,1,0,0.270000011,1.224374771,0.651667953,3.200000048,3.152916908,2.248699665,0,0,0.340919554,0.813793123,0.121494249,0.329310358,0.215862066,0.155172408,4.448490143,0.001761768,4.448490143,1.060996532,0.001761768,3.5898211
ATLJFK,0,1,0,0,0,0,0.75999999,1.429281473,0.11014735,3.5,3.713717461,9.023513794,0,0,0.572156906,0.674509823,0.208039224,0.218627453,0.127450988,0,0.767956674,0,0.767956674,0,0,0
ATLLAN,0,0,0,1,0,0,0.629999995,0.965288341,0.447526932,3.700000048,3.061334848,1.407932878,0,0,0.180000007,0.400000006,0.127241373,0.632758617,0.106666669,0,0.244349211,0.001558722,0.244349211,0.062346734,0.001558722,0.216345027
ATLLAX,1,1,1,1,1,0,1.94599998,2.018299341,0.183144793,4.600000381,3.288644075,7.433941364,0,0,0.4937931,0.69655174,0.378965497,0.37068966,0.106666669,0.168965518,0.007526833,0,0.056524578,0.002932698,0,0.002932698
ATLLEX,0,1,0,0,0,0,0.303000003,0.847113669,0.666033149,2.900000095,3.20267725,1.348192573,0,0,0.180000007,0.872972965,0.164054051,0.190540552,0.106666669,0,2.075057983,0.007915132,2.075057983,0.662189543,0.002846092,1.973900318
ATLLGA,1,1,1,1,1,0,0.760999978,1.42520082,0.11014735,3.5,3.713717461,9.023513794,0,0,0.454590172,0.658196688,0.282131135,0.371311486,0.172240436,0,0.75642705,0,0.75642705,0,0,0
